CREATE TABLE `genre` (`id` BIGINT NOT NULL, `genre_name` TEXT, PRIMARY KEY (`id`));
CREATE TABLE `game` (`id` BIGINT NOT NULL, `genre_id` BIGINT, `game_name` TEXT, PRIMARY KEY (`id`));
CREATE TABLE `platform` (`id` BIGINT NOT NULL, `platform_name` TEXT, PRIMARY KEY (`id`));
CREATE TABLE `publisher` (`id` BIGINT NOT NULL, `publisher_name` TEXT, PRIMARY KEY (`id`));
CREATE TABLE `game_publisher` (`id` BIGINT NOT NULL, `game_id` BIGINT, `publisher_id` BIGINT, PRIMARY KEY (`id`));
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (676, 9, 'Battle Engine Aquila');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (679, 12, 'Battle of Giants: Dinosaurs');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (692, 12, 'Battle Worlds: Kronos');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (702, 9, 'Battlefield 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (703, 9, 'Battlefield 4');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (717, 12, 'Battlezone: Rise of the Black Dogs');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (724, 6, 'Beastly Frantic Foto');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (741, 6, 'Beautiful Katamari');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (795, 7, 'Biker Mice From Mars');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (811, 10, 'Birds of Steel');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (821, 8, 'Black * Rock Shooter: The Game');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (839, 1, 'Bladestorm: Nightmare');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (853, 3, 'Blazblue: Continuum Shift Extend');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (873, 3, 'Bleach: Heat the Soul 4');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (874, 3, 'Bleach: Heat the Soul 5');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (896, 7, 'Blood Drive');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (905, 9, 'BloodRayne 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (906, 3, 'Bloody Roar');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (912, 9, 'BlowOut');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (913, 8, 'Blue Breaker: Ken Yorimo Hohoemi o');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (917, 2, 'Blue Roses: Yousei to Aoi Hitomi no Senshitachi');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (928, 4, 'Body and Brain Connection');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (933, 8, 'Boktai 2: Solar Boy Django');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (934, 8, 'Boktai: The Sun is in Your Hand');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (955, 6, 'Bomberman Land Touch!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (983, 8, 'Bound By Flame');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (984, 1, 'Bounty Hounds');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1003, 5, 'Bratz');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1005, 4, 'Bratz Kidz');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1010, 4, 'Bratz: Rock Angelz');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1027, 8, 'Breath of Fire II');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1028, 8, 'Breath of Fire III');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1032, 11, 'Brian Lara Cricket');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1069, 1, 'Buck Bumble');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1070, 11, 'Buck Fever');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1076, 5, 'Bugs Bunny: Lost in Time');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1084, 1, 'Bullet Girls 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1099, 7, 'Burnout 3: Takedown');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1100, 7, 'Burnout Dominator');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1115, 6, 'Bust-A-Move');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1128, 5, 'Buzz Lightyear of Star Command');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1136, 4, 'Buzz! The Hollywood Quiz');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1148, 11, 'Cabela''s Big Game Hunter');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1173, 4, 'Caesars Palace 2000: Millennium Gold Edition');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1199, 9, 'Call of Duty: Modern Warfare 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1203, 9, 'Call of Duty: Modern Warfare: Reflex Edition');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1214, 10, 'Camping Mama: Outdoor Adventures');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1228, 3, 'Capcom vs. SNK 2: Millionaire Fighting 2001');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1231, 1, 'Captain America: Super Soldier');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1240, 4, 'Card Fight!! Vanguard G: Stride to Victory!!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1246, 1, 'Carmageddon 64');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1254, 4, 'Carnival Games: Monkey See, Monkey Do!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1264, 7, 'Cart World Series');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1276, 4, 'Casino Chaos With Las Vegas Players Collection');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1289, 5, 'Castlevania II: Simon''s Quest');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1333, 8, 'Champions of Norrath');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1342, 7, 'Championship Motocross 2001 featuring Ricky Carmichael');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1353, 2, 'Charlie and the Chocolate Factory');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1354, 1, 'Charlie Blasts Territory');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1378, 2, 'Chicken Shoot 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1386, 8, 'Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1390, 1, 'Chopper Attack');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1398, 1, 'Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1406, 8, 'Chousoku Henkei Gyrozetter: Albatross no Tsubasa');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1412, 8, 'Chrono Cross');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1452, 6, 'Classic NES Series: Dr. Mario');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1484, 7, 'Cocoto Kart Racer');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1492, 12, 'Code Name: S.T.E.A.M.');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1497, 9, 'Coded Arms: Contagion');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1515, 7, 'Colin McRae Rally 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1520, 11, 'College Slam');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1523, 10, 'Colony Wars: Vengeance');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1524, 4, 'Color Cross');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1542, 12, 'Command & Conquer: Red Alert Retaliation');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1564, 9, 'Conflict: Desert Storm');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1575, 9, 'Contra 4');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1581, 4, 'Cook Wars');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1598, 2, 'Corpse Party: Blood Covered - Repeated Fear');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1614, 4, 'Country Dance');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1627, 5, 'Crash Bandicoot');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1648, 5, 'Crayon Shin-Chan: Arashi o Yobu Enji');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1660, 7, 'Crazy Taxi 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1689, 6, 'Crossroad Crisis');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1692, 7, 'Cruis''n');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1737, 2, 'CV Casting Voice');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1749, 2, 'D.Gray-man: Kami no Shitotachi');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1755, 12, 'Dai-2-Ji Super Robot Taisen OG');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1770, 4, 'Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1800, 10, 'Dance Dance Revolution SuperNOVA 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1813, 10, 'Dance Dance Revolution: Hottest Party 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1822, 1, 'Dance with Devils');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1827, 2, 'Dancing Blade II: Tears of Eden');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1828, 11, 'Dancing on Ice');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1843, 9, 'Dark Arena');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1845, 8, 'Dark Cloud');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1847, 8, 'Dark Half');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1848, 8, 'Dark Messiah of Might and Magic Elements');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1850, 3, 'Dark Rift');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1874, 1, 'Date-A-Live Twin Edition: Rio Reincarnation');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1882, 10, 'Dawn of Discovery');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1886, 7, 'Daytona USA');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1934, 4, 'Deal or No Deal: The Banker is Back!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1948, 11, 'Deca Sports');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1964, 1, 'Def Jam Icon');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1971, 12, 'Defendin'' De Penguin');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1972, 9, 'Defiance');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1975, 9, 'Dementium: The Ward');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1976, 12, 'Demigod');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1980, 7, 'Demolition Racer');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (1992, 5, 'Densetsu no Stafi 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2008, 11, 'Derby Stallion 96');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2014, 11, 'Derby Stallion II');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2023, 10, 'Desert Strike Advance');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2024, 2, 'Desire');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2035, 1, 'Destroy All Humans! Big Willy Unleashed');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2037, 7, 'Destruction Derby');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2069, 8, 'Diablo II');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2077, 4, 'Diary Girl');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2096, 3, 'Digimon Rumble Arena');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2111, 1, 'Digimon World: Next Order');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2113, 6, 'Diner Dash: Sizzle & Serve');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2162, 1, 'Disney Infinity');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2201, 1, 'Disney''s Home on the Range');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2239, 8, 'Divinity: Original Sin');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2242, 4, 'DJ Max Fever');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2243, 4, 'DJ Max Portable 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2260, 8, 'Dokapon Journey');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2269, 4, 'Doko Demo Issho: Let''s Gakkou!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2278, 11, 'Don King Boxing');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2286, 5, 'Donkey Kong Country 2: Diddy''s Kong Quest');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2314, 4, 'Dora the Explorer: Game Boy Advance Video Volume 1');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2315, 2, 'Dora the Explorer: Journey to the Purple Planet');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2316, 5, 'Dora the Explorer: Super Spies');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2317, 2, 'Dora the Explorer: Super Star Adventures');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2319, 4, 'Dora''s Big Birthday Adventure');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2337, 10, 'Doshin the Giant');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2367, 8, 'Dragon Age: Origins');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2382, 3, 'Dragon Ball Z: Budokai 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2397, 3, 'Dragon Ball Z: La Legende Saien');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2402, 3, 'Dragon Ball Z: Supersonic Warriors');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2429, 8, 'Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2459, 8, 'Dragon Slayer: The Legend of Heroes');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2471, 8, 'Dragon''s Crown');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2476, 5, 'Dragon''s Lair 3D: Return to the Lair');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2487, 8, 'Drakensang: The Dark Eye');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2492, 1, 'Drawn to Life');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2499, 2, 'Dream C Club: GoGo');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2500, 2, 'Dream Chronicles');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2506, 4, 'Dream Salon');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2509, 10, 'Dreamer Series: Horse Trainer');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2520, 7, 'Drift King Shutokou Battle ''94');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2548, 2, 'DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2565, 9, 'Duke Nukem Trilogy: Critical Mass');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2601, 1, 'Dynasty Warriors 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2610, 1, 'Dynasty Warriors 6 (JP sales)');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2620, 1, 'Dynasty Warriors Gundam');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2633, 1, 'E.T.: The Extra Terrestrial');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2641, 11, 'EA Sports Active: More Workouts');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2646, 1, 'Earth Defense Force 2017');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2651, 1, 'Earth Defense Force 2: Invaders from Planet Space');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2655, 8, 'EarthBound');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2661, 4, 'Easy Piano');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2662, 9, 'Eat Lead: The Return of Matt Hazard');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2675, 2, 'Edna & Harvey: Harvey''s New Eyes');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2679, 4, 'Eigo de Tabisuru: Little Charo');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2683, 8, 'Eiyuu Densetsu: Sora no Kiseki Material Collection Portable');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2690, 8, 'Element Hunter');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2716, 12, 'Empire Earth');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2743, 1, 'Epic Mickey 2: The Power of Two');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2773, 11, 'ESPN NHL Hockey');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2781, 8, 'Eternal Poison');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2789, 8, 'Etrian Odyssey III: The Drowned City');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2802, 1, 'Even in a Game Listen to Me Girls. I Am Your Father!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2814, 12, 'Evil Genius');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2833, 6, 'Exit');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2845, 8, 'Eyeshield 21: DevilBats DevilDays');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2899, 3, 'FaceBreaker');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2935, 5, 'Famicom Mini: Super Mario Bros. 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2955, 11, 'Family Party: Fitness Fun');
